symbol,company,weight,sector,shares_held
FFIN,First Financial Bankshares Inc,0.0058956887862712986,Financials,113433
TREX,Trex Company Inc.,0.0055840949146484745,Industrials,98541
SR,Spire Inc.,0.0054001195944687035,Utilities,84887
NGVT,Ingevity Corporation,0.00526310157484736,Materials,70810
AMED,Amedisys Inc.,0.005147755385477345,Health Care,48932
GBCI,Glacier Bancorp Inc.,0.005083030187137806,Financials,141559
SIGI,Selective Insurance Group Inc.,0.0050337205170139935,Financials,99304
FCFS,FirstCash Inc.,0.004934890965017972,Financials,73412
EGP,EastGroup Properties Inc.,0.0049011369642754845,Real Estate,60371
DAR,Darling Ingredients Inc.,0.0047593941853568515,Consumer Staples,275459
SMTC,Semtech Corporation,0.00464347742124119,Information Technology,110186
PRLB,Proto Labs Inc.,0.004565999376832277,Industrials,45335
CBU,Community Bank System Inc.,0.004561514859533156,Financials,86399
NEOG,Neogen Corporation,0.004373295264052433,Health Care,87739
WWW,Wolverine World Wide Inc.,0.004351963776631839,Consumer Discretionary,158776
LHCG,LHC Group Inc.,0.004259270405672338,Health Care,49246
AAXN,Axon Enterprise Inc,0.0040703400942803695,Industrials,97759
STMP,Stamps.com Inc.,0.004057066723881633,Consumer Discretionary,28505
TTEK,Tetra Tech Inc.,0.004055405050060977,Industrials,92641
MMSI,Merit Medical Systems Inc.,0.00402356297522057,Health Care,92228
AMN,AMN Healthcare Services Inc.,0.004017116481603084,Health Care,78453
EBS,Emergent BioSolutions Inc.,0.00392891763802596,Health Care,75701
COLB,Columbia Banking System Inc.,0.003863191431360724,Financials,122460
PSB,PS Business Parks Inc.,0.0038626909271978756,Real Estate,33405
AEL,American Equity Investment Life Holding Company,0.003857315512488885,Financials,151105
CCMP,Cabot Microelectronics Corporation,0.0038463344511559935,Information Technology,48366
EXPO,Exponent Inc.,0.003825022983901914,Industrials,87032
AJRD,Aerojet Rocketdyne Holdings Inc.,0.003809837687601097,Industrials,120547
B,Barnes Group Inc.,0.003787335020439439,Industrials,79667
AVA,Avista Corporation,0.003762740245877074,Utilities,109863
DORM,Dorman Products Inc.,0.003754071513776542,Consumer Discretionary,48772
RLI,RLI Corp.,0.0037470544454134094,Financials,66075
BCPC,Balchem Corporation,0.00373233962302567,Materials,53920
QLYS,Qualys Inc.,0.003726453694070574,Information Technology,56708
FCN,FTI Consulting Inc.,0.003689306275103975,Industrials,64848
OMCL,Omnicell Inc.,0.0036608876487374494,Health Care,66380
KWR,Quaker Chemical Corporation,0.0036574541901803104,Materials,22392
MOG.A,Moog Inc. Class A,0.003648895568995605,Industrials,54288
FNSR,Finisar Corporation,0.0035605365640863696,Information Technology,198271
KFY,Korn Ferry,0.00355139735807276,Industrials,95084
HI,Hillenbrand Inc.,0.003544440350209169,Industrials,104501
FFBC,First Financial Bancorp.,0.003528214005249628,Financials,163613
SHOO,Steven Madden Ltd.,0.0035130487291153254,Consumer Discretionary,133122
SKYW,SkyWest Inc,0.0035001157015473253,Industrials,87063
SJI,South Jersey Industries Inc.,0.003496522081658075,Utilities,142961
ONB,Old National Bancorp,0.003464830158066522,Financials,252820
JBT,John Bean Technologies Corporation,0.0034587940778625713,Industrials,53362
HMSY,HMS Holdings Corp.,0.003437672802190374,Health Care,140650
WDFC,WD-40 Company,0.0034288539188409876,Consumer Staples,23292
SSD,Simpson Manufacturing Co. Inc.,0.00341855354316957,Industrials,69125
SFNC,Simmons First National Corporation Class A,0.003413918874621595,Financials,155797
IRBT,iRobot Corporation,0.0034122471907176814,Consumer Discretionary,46764
FOXF,Fox Factory Holding Corp.,0.0034015063713829577,Consumer Discretionary,63717
MNRO,Monro Inc,0.0033933481535285306,Consumer Discretionary,55754
VIAV,Viavi Solutions Inc,0.0033889236967289517,Information Technology,385983
ITGR,Integer Holdings Corporation,0.0033852299760071315,Health Care,49983
AWR,American States Water Company,0.0033698344679579184,Utilities,62130
RH,RH,0.0033600646266991204,Consumer Discretionary,31264
STRA,Strategic Education Inc.,0.0033134676891379456,Consumer Discretionary,36669
