symbol,company,weight,sector,shares_held
MSCI,MSCI Inc. Class A,0.0045208102934751115,Financials,6594
TTWO,Take-Two Interactive Software Inc.,0.004476497744161146,Information Technology,7747
HII,Huntington Ingalls Industries Inc.,0.004415180379083356,Industrials,3357
TFX,Teleflex Incorporated,0.004398005515161894,Health Care,3280
TRMB,Trimble Inc.,0.004191797116943518,Information Technology,18446
CGNX,Cognex Corporation,0.004189996607039113,Information Technology,6311
NVR,NVR Inc.,0.004187395870510528,Consumer Discretionary,256
CC,Chemours Co.,0.004154976689398438,Materials,13438
SIVB,SVB Financial Group,0.004000672990590935,Financials,3821
BR,Broadridge Financial Solutions Inc.,0.003932483679378,Information Technology,8563
DPZ,Domino's Pizza Inc.,0.00393048311281755,Consumer Discretionary,3500
IEX,IDEX Corporation,0.0038441586657341357,Industrials,5526
ATO,Atmos Energy Corporation,0.003727345584269465,Utilities,7688
RGA,Reinsurance Group of America Incorporated,0.0037070798450121074,Financials,4654
LDOS,Leidos Holdings Inc.,0.003626146924809106,Information Technology,10416
INGR,Ingredion Incorporated,0.00357374208375812,Consumer Staples,5186
STLD,Steel Dynamics Inc.,0.0035690907665050743,Materials,17630
CPT,Camden Property Trust,0.003511704514718568,Real Estate,6677
EWBC,East West Bancorp Inc.,0.003498800860403666,Financials,10523
CDK,CDK Global Inc,0.0034687723563313127,Information Technology,9559
SEIC,SEI Investments Company,0.003463050735968426,Financials,9697
Y,Alleghany Corporation,0.0034313217503196903,Financials,1125
UGI,UGI Corporation,0.0033328538642143453,Utilities,12579
JKHY,Jack Henry & Associates Inc.,0.0033238113033611117,Information Technology,5657
MAN,ManpowerGroup Inc.,0.0033165092354154693,Industrials,4888
KEYS,Keysight Technologies Inc,0.0032009365052182775,Information Technology,13473
STE,STERIS Plc,0.0031388989361787255,Health Care,6202
OA,Orbital ATK Inc.,0.0031332873469766638,Industrials,4204
TER,Teradyne Inc.,0.003122444276219025,Information Technology,14462
ODFL,Old Dominion Freight Line Inc.,0.0030797721914846282,Industrials,5039
WCG,WellCare Health Plans Inc.,0.0030444121775286756,Health Care,3238
WR,Westar Energy Inc.,0.0030279375119033705,Utilities,10368
CPRT,Copart Inc.,0.003021125582765039,Industrials,14977
ARW,Arrow Electronics Inc.,0.0030138935346490127,Information Technology,6473
IPGP,IPG Photonics Corporation,0.003008712067257447,Information Technology,2739
OGE,OGE Energy Corp.,0.0030006997981828452,Utilities,14577
ABMD,ABIOMED Inc.,0.0029630191270167707,Health Care,3066
LW,Lamb Weston Holdings Inc.,0.0029545867389644746,Consumer Staples,10642
KRC,Kilroy Realty Corporation,0.0029204270649447923,Real Estate,7141
MKTX,MarketAxess Holdings Inc.,0.0029086537307365444,Financials,2738
AFG,American Financial Group Inc.,0.002908283625922861,Financials,4982
FDS,FactSet Research Systems Inc.,0.00286279074233823,Financials,2876
WST,West Pharmaceutical Services Inc.,0.0028441654676604412,Health Care,5356
LII,Lennox International Inc.,0.002831331833175155,Industrials,2799
RPM,RPM International Inc.,0.0028269305867421653,Materials,9760
PTC,PTC Inc.,0.0028100458049719677,Information Technology,8443
GXP,Great Plains Energy Incorporated,0.002807495082607394,Utilities,15735
GGG,Graco Inc.,0.0028037440203065507,Industrials,4013
SBNY,Signature Bank,0.0027825780260969904,Financials,3999
JBLU,JetBlue Airways Corporation,0.0027635526381071117,Industrials,24322
TTC,Toro Company,0.002746777887497739,Industrials,7851
WAB,Westinghouse Air Brake Technologies Corporation,0.0026683356726624977,Industrials,6320
WRB,W. R. Berkley Corporation,0.0026642445140463776,Financials,7093
TOL,Toll Brothers Inc.,0.002661183647208889,Consumer Discretionary,11167
OSK,Oshkosh Corp,0.0026349062054373796,Industrials,5403
HFC,HollyFrontier Corporation,0.002626623859877117,Energy,12946
SCI,Service Corporation International,0.002619081723944221,Consumer Discretionary,13701
CSL,Carlisle Companies Incorporated,0.002610399265071868,Industrials,4713
BIVV,Bioverativ Inc.,0.0026066081914398157,Health Care,7886
COHR,Coherent Inc.,0.0026018068316947356,Information Technology,1836
HUBB,Hubbell Incorporated Class B,0.002593994619276179,Industrials,3976
JHG,Janus Henderson Group PLC,0.0025875627977843324,Financials,13163
NNN,National Retail Properties Inc.,0.0025551936308362525,Real Estate,10834
TYL,Tyler Technologies Inc.,0.002554963565681801,Information Technology,2556
THO,Thor Industries Inc.,0.002552962999121351,Consumer Discretionary,3564
NYCB,New York Community Bancorp Inc.,0.002549231942486112,Financials,35624
DEI,Douglas Emmett Inc,0.0025463611294718664,Real Estate,11269
NDSN,Nordson Corporation,0.0025310667981172266,Industrials,3716
WTR,Aqua America Inc.,0.002521594115453496,Utilities,12934
OHI,Omega Healthcare Investors Inc.,0.0025213940587974514,Real Estate,14370
LPT,Liberty Property Trust,0.0025120214044617433,Real Estate,10694
PII,Polaris Industries Inc.,0.0025099508180716776,Consumer Discretionary,4305
DCI,Donaldson Company Inc.,0.0024904853054385,Industrials,9598
LOGM,LogMeIn Inc.,0.002466198427394638,Information Technology,3824
ACC,American Campus Communities Inc.,0.0024598166200668027,Real Estate,9794
MSCC,Microsemi Corporation,0.002422426031051994,Information Technology,8378
JLL,Jones Lang LaSalle Incorporated,0.0024214857647685824,Real Estate,3311
OLN,Olin Corporation,0.0024040008130302498,Materials,12119
TDY,Teledyne Technologies Incorporated,0.00237145159509173,Industrials,2573
LAMR,Lamar Advertising Company Class A,0.0023707013826315612,Real Estate,6123
ZBRA,Zebra Technologies Corporation Class A,0.002367690529958084,Information Technology,3850
EV,Eaton Vance Corp.,0.0023673004194787964,Financials,8380
PACW,PacWest Bancorp,0.0023602184138548036,Financials,8690
RGLD,Royal Gold Inc.,0.0023575176489981963,Materials,4752
LECO,Lincoln Electric Holdings Inc.,0.002350655705695853,Industrials,4468
CONE,CyrusOne Inc.,0.002339552561285356,Real Estate,6670
FTNT,Fortinet Inc.,0.002339262479134091,Information Technology,10874
SNV,Synovus Financial Corp.,0.0023368117850975393,Financials,8927
POST,Post Holdings Inc.,0.002333580870102413,Consumer Staples,4795
CFR,Cullen/Frost Bankers Inc.,0.0023304999975993198,Financials,4343
GNTX,Gentex Corporation,0.002325928703008692,Consumer Discretionary,20997
LYV,Live Nation Entertainment Inc.,0.0023035523660300595,Consumer Discretionary,9774
BRO,Brown & Brown Inc.,0.002289868490756582,Financials,8335
RNR,RenaissanceRe Holdings Ltd.,0.0022841068590624862,Financials,2945
ACM,AECOM,0.0022708931169307146,Industrials,11311
RS,Reliance Steel & Aluminum Co.,0.002262530748708034,Materials,5356
VVC,Vectren Corporation,0.00225908977422406,Utilities,6009
OZRK,Bank of the Ozarks,0.0022570191878339943,Financials,8841
ULTI,Ultimate Software Group Inc.,0.0022563790065346506,Information Technology,2070
FAF,First American Financial Corporation,0.0022477365589935066,Financials,8033
ATR,Aptargroup Inc.,0.0022432352842324944,Materials,4538
DCT,DCT Industrial Trust Inc.,0.0022416348309841345,Real Estate,6707
CRL,Charles River Laboratories International Inc.,0.0021843486075256513,Health Care,3473
MDU,MDU Resources Group Inc.,0.0021680940042219953,Utilities,14290
HIW,Highwoods Properties Inc.,0.0021676138682474875,Real Estate,7363
EXP,Eagle Materials Inc.,0.0021556204717175904,Materials,3536
CTLT,Catalent Inc,0.0021480283216206825,Health Care,9099
UTHR,United Therapeutics Corporation,0.002143877146007749,Health Care,3191
MKSI,MKS Instruments Inc.,0.00212796263901937,Information Technology,3909
TRN,Trinity Industries Inc.,0.002124791741021057,Industrials,11125
DNKN,Dunkin' Brands Group Inc.,0.0021247417268570458,Consumer Discretionary,6726
EGN,Energen Corporation,0.002116449378463981,Energy,7127
STL,Sterling Bancorp,0.002110927814757139,Financials,15487
JBL,Jabil Inc,0.002100944987620494,Information Technology,13299
KNX,Knight-Swift Transportation Holdings Inc. Class A,0.0020927626703882538,Industrials,9216
AVT,Avnet Inc.,0.002092162500420119,Information Technology,9227
CY,Cypress Semiconductor Corporation,0.0020916223474487976,Information Technology,23758
BC,Brunswick Corporation,0.002091282251133521,Consumer Discretionary,6487
HRC,Hill-Rom Holdings Inc.,0.0020801190897262105,Health Care,4752
SON,Sonoco Products Company,0.002074657543016182,Materials,7178
BRCD,Brocade Communications Systems Inc.,0.0020402878095076528,Information Technology,29913
AGCO,AGCO Corporation,0.002036256667888346,Industrials,4883
CBSH,Commerce Bancshares Inc.,0.002020392175063978,Financials,6381
ARRS,ARRIS International Plc,0.002017671404541766,Information Technology,12872
CW,Curtiss-Wright Corporation,0.0020004865377875013,Industrials,3196
WBS,Webster Financial Corporation,0.00199434479844692,Financials,6731
VVV,Valvoline Inc.,0.0019932744953370793,Materials,14911
NFG,National Fuel Gas Company,0.001988123036443921,Utilities,6196
SIX,Six Flags Entertainment Corporation,0.001968847577633986,Consumer Discretionary,5743
ORI,Old Republic International Corporation,0.0019682774161642576,Financials,17922
WSO,Watsco Inc.,0.001967967328347388,Industrials,2191
HPT,Hospitality Properties Trust,0.0019482817533925606,Real Estate,11879
MPW,Medical Properties Trust Inc.,0.0019451408638926542,Real Estate,26540
PNFP,Pinnacle Financial Partners Inc.,0.0019344378327942472,Financials,5227
NATI,National Instruments Corporation,0.0019222543824411072,Information Technology,7669
LFUS,Littelfuse Inc.,0.001917433017030423,Information Technology,1642
SLM,SLM Corp,0.0019027388556439183,Financials,31451
MDSO,Medidata Solutions Inc.,0.0018973473287635055,Health Care,4275
POOL,Pool Corporation,0.0018953867735342646,Consumer Discretionary,3020
WEX,WEX Inc.,0.0018926960115104596,Information Technology,2827
TECH,Bio-Techne Corporation,0.0018858240653753142,Health Care,2724
SNH,Senior Housing Properties Trust,0.0018813527991127085,Real Estate,17369
IDA,IDACORP Inc.,0.001880642597983749,Utilities,3713
ROL,Rollins Inc.,0.0018606669408776566,Industrials,6999
FICO,Fair Isaac Corporation,0.0018492837171486965,Information Technology,2260
NCR,NCR Corporation,0.0018467329947841227,Information Technology,8930
FNB,F.N.B. Corporation,0.0018428018814928386,Financials,23580
BIO,Bio-Rad Laboratories Inc. Class A,0.0018310185444517886,Health Care,1464
CRI,Carter's Inc.,0.001830718459467721,Consumer Discretionary,3533
EPR,EPR Properties,0.0018261671705426977,Real Estate,4635
R,Ryder System Inc.,0.0018213658107976178,Industrials,3888
HLS,HealthSouth Corporation,0.0018203355190189862,Health Care,7176
GWR,Genesee & Wyoming Inc. Class A,0.001814403839167252,Industrials,4472
X,United States Steel Corporation,0.0018130634595717506,Materials,12698
WGL,WGL Holdings Inc.,0.001796478762785621,Utilities,3760
CASY,Casey's General Stores Inc.,0.0017945782245531935,Consumer Staples,2850
FHN,First Horizon National Corporation,0.0017899769214641584,Financials,17035
PB,Prosperity Bancshares Inc.(R),0.0017833950574802783,Financials,5011
PTEN,Patterson-UTI Energy Inc.,0.0017827748818465387,Energy,15545
DNB,Dun & Bradstreet Corporation,0.001781984658055161,Industrials,2682
WWD,Woodward Inc.,0.0017795439668514123,Industrials,3982
BLKB,Blackbaud Inc.,0.0017783036155839332,Information Technology,3494
BCO,Brink's Company,0.0017771132784804658,Industrials,3682
WPX,WPX Energy Inc. Class A,0.00177224189890577,Energy,29026
HAIN,Hain Celestial Group Inc.,0.0017710615646351045,Consumer Staples,7554
UMPQ,Umpqua Holdings Corporation,0.0017611887686592841,Financials,15923
VSM,Versum Materials Inc.,0.0017561773494253572,Information Technology,7969
WTFC,Wintrust Financial Corporation,0.0017488352701485058,Financials,4039
BMS,Bemis Company Inc.,0.001744624077538759,Materials,6712
MPWR,Monolithic Power Systems Inc.,0.0017424834713190775,Information Technology,2757
LSTR,Landstar System Inc.,0.0017264889416682804,Industrials,3086
TDC,Teradata Corporation,0.0017225278198785895,Information Technology,9450
MMS,MAXIMUS Inc.,0.0017205972731477552,Information Technology,4719
CLB,Core Laboratories NV,0.001709124023923575,Energy,3226
TCBI,Texas Capital Bancshares Inc.,0.001700271516893584,Financials,3617
EPC,Edgewell Personal Care Co.,0.0016981209078411005,Consumer Staples,4222
EME,EMCOR Group Inc.,0.0016956101968077359,Industrials,4358
CNO,CNO Financial Group Inc.,0.0016936796500769016,Financials,12513
MUR,Murphy Oil Corporation,0.0016899285877760581,Energy,11762
